Dates,PX_LAST
2021-11-10,74.545
2021-11-11,74.78
2021-11-12,75.035
2021-11-15,74.675
2021-11-16,74.515
2021-11-17,74.58
2021-11-18,74.19
2021-11-19,73.55
2021-11-22,74.305
2021-11-23,74.565
2021-11-24,74.48
2021-11-25,74.68
2021-11-26,73.28
2021-11-29,72.795
2021-11-30,71.225
2021-12-01,70.63
2021-12-02,68.64
2021-12-03,70.05
2021-12-06,70.66
2021-12-07,71.015
2021-12-08,71.095
2021-12-09,70.895
2021-12-10,71.015
2021-12-13,70.795
2021-12-14,71.18
2021-12-15,71.71
2021-12-16,72.88
2021-12-17,72.5
2021-12-20,72.35
2021-12-21,73.055
2021-12-22,73.605
2021-12-23,74.205
2021-12-24,73.445
2021-12-29,73.95
2021-12-30,73.735
2021-12-31,73.725
2022-01-04,75.14
2022-01-05,75.76
2022-01-06,77.36
2022-01-07,78.435
2022-01-10,78.53
2022-01-11,79.945
2022-01-12,80.545
2022-01-13,81.835
2022-01-14,82.55
2022-01-17,83.04
2022-01-18,82.66
2022-01-19,81.665
2022-01-20,80.92
2022-01-21,80.065
2022-01-24,79.13
2022-01-25,79.82
2022-01-26,80.565
2022-01-27,79.695
2022-01-28,79.485
2022-01-31,79.81
2022-02-01,80.75
2022-02-02,81.61
2022-02-03,81.55
2022-02-04,81.905
2022-02-07,82.445
2022-02-08,83.225
2022-02-09,82.48
2022-02-10,81.625
2022-02-11,81.6
2022-02-14,80.74
2022-02-15,81.45
2022-02-16,81.455
2022-02-17,80.39
2022-02-18,80.305
2022-02-22,80.755
2022-02-23,80.2
2022-02-24,77.45
2022-02-25,81.805
2022-02-28,80.215
2022-03-01,78.84
2022-03-02,80.13
2022-03-03,79.965
2022-03-04,79.78
2022-03-07,78.155
2022-03-08,78.0
2022-03-09,79.655
2022-03-10,79.63
2022-03-11,79.47
2022-03-14,79.62
2022-03-15,79.59
2022-03-16,80.7
2022-03-17,81.075
2022-03-18,81.695
2022-03-21,81.92
2022-03-22,82.05
2022-03-23,79.54
2022-03-24,79.59
2022-03-25,78.94
2022-03-28,78.215
2022-03-29,78.14
2022-03-30,77.57
2022-03-31,75.875
2022-04-01,75.685
2022-04-04,75.95
2022-04-05,75.175
2022-04-06,73.685
2022-04-07,73.095
2022-04-08,73.37
2022-04-11,73.135
2022-04-12,72.54
2022-04-13,72.29
2022-04-14,72.325
2022-04-18,72.455
2022-04-19,72.995
2022-04-20,73.69
2022-04-21,73.59
2022-04-22,72.145
2022-04-25,71.915
2022-04-26,71.615
2022-04-27,70.64
2022-04-28,71.65
2022-04-29,71.01
2022-05-02,70.92
2022-05-03,71.09
2022-05-04,72.0
2022-05-05,70.055
2022-05-06,69.91
2022-05-09,69.655
2022-05-10,68.89
2022-05-11,68.17
2022-05-12,67.62
2022-05-13,68.645
2022-05-16,69.36
2022-05-17,70.53
2022-05-18,69.03
2022-05-19,68.53
2022-05-20,68.57
2022-05-24,69.66
2022-05-25,70.1
2022-05-26,68.67
2022-05-27,69.18
2022-05-30,69.95
2022-05-31,69.58
2022-06-01,69.92
